"periodo","ecommerce","marca","producto","precio.antes","precio.actual","pulgadas","rango","descuento"
2016,"linio","aoc","aoc - tv led 43"" le43f1361 - negro",1399,1199,43,"S/.500 -
 S/.1500",-0.142959256611866
2016,"linio","samsung","televisor samsung tv curved smart ultra hd tizen un48ju6700-negro",4999,2399,48,"S/.1500 -
 S/.2500",-0.520104020804161
2016,"linio","lg","lg gametv  led full hd 43"" - 43lf5400",1999,1462,43,"S/.500 -
 S/.1500",-0.268634317158579
2016,"linio","lg","lg full hd smart tv webos 3.0 43'' 43lh6000",2299,1599,43,"S/.1500 -
 S/.2500",-0.304480208786429
2016,"linio","samsung","samsung tv smart  led full hd  43"" 43j5200-negro",1999,1399,43,"S/.500 -
 S/.1500",-0.300150075037519
2016,"linio","samsung","samsung - monitor led 32"" md32c - negro",2299,1959,32,"S/.1500 -
 S/.2500",-0.147890387124837
2016,"linio","lg","televisor lg 43lf5900 smart webos 2.0 full hd 43""-negro",1799,1397,43,"S/.500 -
 S/.1500",-0.223457476375764
2016,"linio","daewoo","daewoo - tv led 32"" l32r640ats - negro..",999,679,32,"S/.500 -
 S/.1500",-0.32032032032032
2016,"linio","samsung","samsung - monitor full hd 40"" md40c - negro",2999,2839,40,"S/.2500 -
 S/.3500",-0.053351117039013
2016,"linio","panasonic","panasonic - tv led 40'' - tc-40a400l",NA,1399,40,"S/.500 -
 S/.1500",NA
2016,"linio","blackline","blackline - tv led hd 28'' bl280led  sonido stereo",899,619,28,"S/.500 -
 S/.1500",-0.311457174638487
2016,"linio","panasonic","televisor panasonic tv led full hd 40''-negro",1499,1389,40,"S/.500 -
 S/.1500",-0.0733822548365577
2016,"linio","daewoo","daewoo - tv led 32"" l32r640ats - negro",899,799,32,"S/.500 -
 S/.1500",-0.111234705228031
2016,"linio","lg","lg ultra hd 4k smart tv webos 3.0 led 49'' 49uh6500",2999,2799,49,"S/.2500 -
 S/.3500",-0.0666888962987663
2016,"linio","aoc","televisor aoc led 49'' full hd le49f1361 - negro",1699,1499,49,"S/.500 -
 S/.1500",-0.117716303708064
2016,"linio","lg","televisor lg slim ultra hd 3d webos 2.0 55'' 55uf8500 - plateado",4999,4299,55,"S/.3500 -
 S/.4500",-0.14002800560112
2016,"linio","samsung","samsung tv led smart tizen ultra hd 4k 60'' tizen un60ju6500  - negro",5999,4299,60,"S/.3500 -
 S/.4500",-0.283380563427238
2016,"linio","lg","lg ultra hd 4k smart tv webos 3.0 led 55'' 55uh6500",4299,3899,55,"S/.3500 -
 S/.4500",-0.0930448941614329
2016,"linio","aoc","aoc - tv led 24"" hd le24h1351-negro",699,549,24,"S/.500 -
 S/.1500",-0.214592274678112
2016,"linio","lg","televisor lg led webos smart ultra hd 49'' 49uf6900",2899,2229,49,"S/.1500 -
 S/.2500",-0.231114177302518
2016,"linio","lg","lg oled tv ultra hd 4k curvo 65"" 3d smart webos 2.0  65eg9600",29999,24999,65,"> S/.4,500",-0.166672222407414
2016,"linio","lg","lg televisor led full hd smart 43"" 43lh5700",1499,1379,43,"S/.500 -
 S/.1500",-0.0800533689126084
2016,"linio","samsung","samsung tv led 3d smart full hd 48'' - 48j6400",2499,2099,48,"S/.1500 -
 S/.2500",-0.160064025610244
2016,"linio","lg","lg ultra hd 4k smart tv webos 3.0 led 55'' 55uh6150",3999,3399,55,"S/.2500 -
 S/.3500",-0.150037509377344
2016,"linio","miray","miray tv led 19"" - ledom-1911",599,449,19,"< S/.500",-0.250417362270451
2016,"linio","samsung","samsung tv smart full hd curvo 55'' tizen un55j6500 - plateado",3999,3199,55,"S/.2500 -
 S/.3500",-0.200050012503126
2016,"linio","lg","lg full hd smart tv webos 3.0 led 49'' 49lh6000",2599,2199,49,"S/.1500 -
 S/.2500",-0.15390534821085
2016,"linio","samsung","samsung smart tv tizen 48"" full hd led slim un48j5500 led 48''",1899,1811.9,48,"S/.1500 -
 S/.2500",-0.0458662453923117
2016,"linio","aoc","aoc - tv led 55"" full hd le55f1361 - negro",2299,1999,55,"S/.1500 -
 S/.2500",-0.130491518051327
2016,"linio","lg","lg tv led hd 32'' 32lx300c",999,799,32,"S/.500 -
 S/.1500",-0.2002002002002
2016,"linio","samsung","samsung tv led curvo smart 3d 48"" special edition - un48h6800ag",3199,2797,48,"S/.2500 -
 S/.3500",-0.125664270084401
2016,"linio","samsung","televisor samsung led 4k ultra hd 55"" 55f9000",8999,5999,55,"> S/.4,500",-0.333370374486054
2016,"linio","haier","haier tv led full hd 40"" - le40b8000",1299,999,40,"S/.500 -
 S/.1500",-0.23094688221709
2016,"linio","daewoo","televisor daewoo led 32"" l32r640ats - negro",999,699,32,"S/.500 -
 S/.1500",-0.3003003003003
2016,"linio","lg","lg oled tv ultra hd 4k curvo 55"" 3d smart webos 2.0  55eg9200",9999,8999,55,"> S/.4,500",-0.1000100010001
2016,"linio","lg","lg oled tv curvo 3d smart webos 2.0 55"" full hd 55eg9100",12999,9999,55,"> S/.4,500",-0.230786983614124
2016,"linio","lg","lg - oled curvo 65eg9600 ultra hd webos cinema 3d",20500,17999,65,"> S/.4,500",-0.122
2016,"linio","lg","televisor lg led webos smart ultra hd  60„¢‚Ä‚ô„¢‚Ä‚ô 60uf7700 - negro",4999,4299,60,"S/.3500 -
 S/.4500",-0.14002800560112
2016,"linio","lg","lg - tv oled curvo smart 3d 55'' - 55ec9300",7999,6599,55,"> S/.4,500",-0.175021877734717
2016,"linio","samsung","samsung tv led smart hd 32'' un32j4300 - negro.",1299,849,32,"S/.500 -
 S/.1500",-0.346420323325635
2016,"linio","samsung","televisor samsung ultra hd 55'' tizen un55ju6500 led- negro",4999,3999,55,"S/.3500 -
 S/.4500",-0.2000400080016
2016,"linio","lg","lg tv led webos 3d smart full hd 49'' - 49lf6450",3099,2479,49,"S/.1500 -
 S/.2500",-0.200064536947402
2016,"linio","lg","lg - tv led webos 3d smart ultra hd curvo  65'' 65ug8700 - plateado",10999,8969,65,"> S/.4,500",-0.184562232930266
2016,"linio","aoc","aoc tv led full hd 58"" le58f1552",2999,2339,58,"S/.1500 -
 S/.2500",-0.220073357785929
2016,"linio","samsung","samsung tv smart full hd curvo 48'' tizen un48j6500",2999,2599,48,"S/.2500 -
 S/.3500",-0.133377792597532
2016,"linio","aoc","televisor aoc led 24"" hd le24h1351-negro",599,549,24,"S/.500 -
 S/.1500",-0.0834724540901502
2016,"linio","lg","lg smart  4k ultra hd 55"" - 55ub8200",4499,3549,55,"S/.3500 -
 S/.4500",-0.211158035118915
2016,"linio","lg","lg game tv led full hd 49"" - 49lf5400",2499,1749,49,"S/.1500 -
 S/.2500",-0.300120048019208
2016,"linio","daewoo","daewoo tv led  full hd 43''l43r630aksp  - negro",1099,1059,43,"S/.500 -
 S/.1500",-0.0363967242948134
2016,"linio","panasonic","televisor panasonic tv led 50"" ultra hd 4k smart-negro",4049,2879,50,"S/.2500 -
 S/.3500",-0.288960237095579
2016,"linio","haier","haier - tv led digital hd 28"" le28f660028-negro",899,699,28,"S/.500 -
 S/.1500",-0.222469410456062
2016,"linio","aoc","aoc - tv led smart 49"" le49f1761 - negro",2199,1799,49,"S/.1500 -
 S/.2500",-0.181900864029104
2016,"linio","aoc","aoc - tv led smart 55"" le55f1761 - negro",2999,2599,55,"S/.2500 -
 S/.3500",-0.133377792597532
2016,"linio","samsung","samsung tv led smart tizen full hd 60'' un60j6300 - negro.",4499,3499,60,"S/.2500 -
 S/.3500",-0.222271615914648
2016,"linio","lg","lg smart tv oled uhd 55'' 3d curvo 55eg9200",11000,9999,55,"> S/.4,500",-0.091
2016,"linio","hisense","televisor hd hisense 32d36 lcd 32""",999,799,32,"S/.500 -
 S/.1500",-0.2002002002002
2016,"linio","samsung","samsung - tv led smart ultra hd - un50hu7000",4379,3499,50,"S/.2500 -
 S/.3500",-0.200959123087463
2016,"linio","aoc","aoc - tv led smart 43"" le43f1761 - negro",1699,1499,43,"S/.500 -
 S/.1500",-0.117716303708064
2016,"linio","panasonic","panasonic tv led smart full hd 50'' - tc-50as600",2699,2399,50,"S/.1500 -
 S/.2500",-0.111152278621712
2016,"linio","lg","tv lg 43lf5100 televisor led 43"" full hd negro",1499,1239,43,"S/.500 -
 S/.1500",-0.173448965977318
2016,"linio","miray","televisor hd miray ledom-20is led„Ç‚† 20""",599,449,20,"< S/.500",-0.250417362270451
2016,"linio","samsung","samsung - televisor led hd 48"" smart un48j5300 - negro",2879,2299,48,"S/.1500 -
 S/.2500",-0.201458839874957
2016,"linio","miray","televisor hd miray ledom-324is led„Ç‚† 32""",999,799,32,"S/.500 -
 S/.1500",-0.2002002002002
2016,"linio","sony","sony - televisor led full hd 48"" smart kdl-48w655d - negro",2499,2119,48,"S/.1500 -
 S/.2500",-0.152060824329732
2016,"linio","samsung","samsung - tv led smart curvo 3d full hd 48„¢‚Ä‚ù un48h8000 -negro.",4999,3999,48,"S/.3500 -
 S/.4500",-0.2000400080016
2016,"linio","panasonic","televisor panasonic tv led full hd smart 50'' tc-50cs600l -negro",2899,2419,50,"S/.1500 -
 S/.2500",-0.165574335977923
2016,"linio","king master","televisor hd king master km-l19h3 led„Ç‚† 19""",499,399,19,"< S/.500",-0.200400801603206
2016,"linio","panasonic","led panasonic tc-32a400l high definition black",1099,797,32,"S/.500 -
 S/.1500",-0.274795268425842
2016,"linio","samsung","samsung smart tv full hd curvo 48''-plateado",2999,2599,48,"S/.2500 -
 S/.3500",-0.133377792597532
2016,"linio","daewoo","televisor hd daewoo l32r630aksp led 32""",999,759,32,"S/.500 -
 S/.1500",-0.24024024024024
2016,"linio","samsung","tv samsung fhd 40'' un43j5000-negro",1599,1399,40,"S/.500 -
 S/.1500",-0.125078173858662
2016,"linio","panasonic","televisor panasonic tvl led ultra hd 55''-negro",5399,3829,55,"S/.3500 -
 S/.4500",-0.290794591591035
2016,"linio","lg","tv led lg 49lf5100 televisor led 49"" full hd negro",1899,1519,49,"S/.1500 -
 S/.2500",-0.200105318588731
2016,"linio","aoc","televisor aoc led 32'' -le32h1352",899,697,32,"S/.500 -
 S/.1500",-0.224694104560623
2016,"linio","sony","sony - tv  led 3d wi-fi full hd 55„Ç‚¥„Ç‚¥ - kdl-55w955a",NA,4999,55,"> S/.4,500",NA
2016,"linio","daewoo","tv led daewoo 32"" l32r630aksp hd 720p- negro",NA,899,32,"S/.500 -
 S/.1500",NA
2016,"linio","sony","sony tv led hd 32"" kdl-32r305c -negro",NA,999,32,"S/.500 -
 S/.1500",NA
2016,"linio","samsung","samsung - tv led smart curvo 3d ultra hd 65„¢‚Ä‚ù un65hu9000 - gris",NA,14999,65,"> S/.4,500",NA
2016,"linio","samsung","tv led samsung un48j5500ag smart full hd tizen 48'' negro/plateado",NA,2399,48,"S/.1500 -
 S/.2500",NA
2017,"ripley","samsung","SAMSUNG SMART TV UHD 49"" CURVO 49KU6500",3999,2599,49,"S/.2500 -
 S/.3500",-0.35008752188047
2017,"ripley","samsung","SAMSUNG SMART TV UHD 55"" CURVO 55KU6300",4599,2899,55,"S/.2500 -
 S/.3500",-0.369645575125027
2017,"ripley","samsung","SAMSUNG SMART TV UHD 49"" CURVO 49KU6300",3599,2199,49,"S/.1500 -
 S/.2500",-0.388996943595443
2017,"ripley","lg","LG SMART TV 43'' UHD 43UH6030",2199,1449,43,"S/.500 -
 S/.1500",-0.34106412005457
2017,"ripley","lg","LG SMART TV UHD 49‚<U+0080>ù 49UH6100",3299,1899,49,"S/.1500 -
 S/.2500",-0.424371021521673
2017,"ripley","lg","LG SMART TV 55'' UHD 55UH6030",3999,2599,55,"S/.2500 -
 S/.3500",-0.35008752188047
2017,"ripley","samsung","SAMSUNG SMART TV UHD 40"" 40KU6000",2499,1599,40,"S/.1500 -
 S/.2500",-0.360144057623049
2017,"ripley","samsung","SAMSUNG SMART TV UHD 65"" CURVO 65KU6300",7999,6599,65,"> S/.4,500",-0.175021877734717
2017,"ripley","lg","LG SMART TV OLED UHD 55"" OLED55B6P",11999,6499,55,"> S/.4,500",-0.458371530960913
2017,"ripley","sony","SONY SMART TV LED FULL HD 40'' KDL-40W655D",1899,1399,40,"S/.500 -
 S/.1500",-0.263296471827278
2017,"ripley","samsung","SAMSUNG SMART TV FHD 40‚<U+0080>ù CURVO 40K6500",2199,1599,40,"S/.1500 -
 S/.2500",-0.272851296043656
2017,"ripley","samsung","SAMSUNG SMART TV FHD 49"" CURVO 49K6500",2799,1999,49,"S/.1500 -
 S/.2500",-0.285816362986781
2017,"ripley","sony","SONY SMART TV LED ULTRA HD 55'' XBR-55X855D + PARLANTE‚<U+0080>¶",6968,4299,55,"S/.3500 -
 S/.4500",-0.383036739380023
2017,"ripley","sony","SONY SMART TV LED ULTRA HD 65'' XBR-65X855D + PARLANTE‚<U+0080>¶",10468,6799,65,"> S/.4,500",-0.350496752006114
2017,"ripley","samsung","SAMSUNG SMART TV UHD 49¬<U+0094> 49KU6400",3799,2399,49,"S/.1500 -
 S/.2500",-0.368518031060805
2017,"ripley","samsung","SAMSUNG SMART TV UHD 55"" 55KU6400",4999,3499,55,"S/.2500 -
 S/.3500",-0.300060012002401
2017,"ripley","sony","SONY SMART TV UHD 49"" XBR-49X705D",4999,2399,49,"S/.1500 -
 S/.2500",-0.520104020804161
2017,"ripley","sony","SONY SMART TV UHD 75"" XBR-75X855D",16999,11999,75,"> S/.4,500",-0.294134949114654
2017,"ripley","samsung","SAMSUNG SMART TV SUHD 55‚<U+0080>ù CURVO 55KS7500",6999,5499,55,"> S/.4,500",-0.214316330904415
2017,"ripley","samsung","SAMSUNG SMART TV SUHD 65"" CURVO 65KS7500",12999,9999,65,"> S/.4,500",-0.230786983614124
2017,"ripley","lg","LG SMART TV UHD 50"" 50UH6300",3499,2149,50,"S/.1500 -
 S/.2500",-0.385824521291798
2017,"ripley","lg","LG SMART TV UHD 58‚<U+0080>ù 58UH6300",NA,3499,58,"S/.2500 -
 S/.3500",NA
2017,"ripley","samsung","SAMSUNG SMART TV UHD 50"" 50KU6000",3299,1999,50,"S/.1500 -
 S/.2500",-0.394058805698697
2017,"ripley","lg","LG SMART TV UHD 49'' 49UH6500",3599,2499,49,"S/.1500 -
 S/.2500",-0.305640455682134
2017,"ripley","lg","LG SMART TV UHD 55¬<U+0094> 55UH6500",4299,3199,55,"S/.2500 -
 S/.3500",-0.25587345894394
2017,"ripley","samsung","SAMSUNG SMART TV UHD 55"" 55KU6000",3999,2599,55,"S/.2500 -
 S/.3500",-0.35008752188047
2017,"ripley","lg","LG SMART TV OLED UHD 65"" 3D OLED65E6P",24999,12799,65,"> S/.4,500",-0.488019520780831
2017,"ripley","lg","LG SMART TV UHD 60‚<U+0080>ù 60UH6500",6999,4299,60,"S/.3500 -
 S/.4500",-0.385769395627947
2017,"ripley","aoc","AOC SMART TV 43'' FHD LE43D5542",NA,1299,43,"S/.500 -
 S/.1500",NA
2017,"ripley","samsung","SAMSUNG SMART TV UHD 65"" CURVO 65KU6500",8999,7299,65,"> S/.4,500",-0.188909878875431
2017,"ripley","aoc","AOC SMART TV 49'' FHD LE49D5542",NA,1499,49,"S/.500 -
 S/.1500",NA
2017,"ripley","aoc","AOC SMART TV FHD 55'' LE55D5542",NA,1899,55,"S/.1500 -
 S/.2500",NA
2017,"ripley","aoc","AOC SMART TV 32'' HD LE32D5542",NA,799,32,"S/.500 -
 S/.1500",NA
2017,"ripley","aoc","AOC TV FHD 43'' LE43M3370",NA,1099,43,"S/.500 -
 S/.1500",NA
2017,"ripley","aoc","AOC TV HD 39'' LE39M1365",NA,749,39,"S/.500 -
 S/.1500",NA
2017,"ripley","aoc","AOC TV HD 32"" LE32H1352",799,699,32,"S/.500 -
 S/.1500",-0.125156445556946
2017,"ripley","lg","LG SMART TV FHD 43'' 43LH5700",1899,1499,43,"S/.500 -
 S/.1500",-0.210637177461822
2017,"ripley","lg","LG SMART TV FHD 49''¬<U+0094> 49LH5700",2399,1699,49,"S/.1500 -
 S/.2500",-0.291788245102126
2017,"ripley","lg","LG TV FHD 43"" LH5000",1499,1349,43,"S/.500 -
 S/.1500",-0.10006671114076
2017,"ripley","lg","LG SMART TV FHD 55"" 55LH6000",3299,2499,55,"S/.1500 -
 S/.2500",-0.242497726583813
2017,"ripley","samsung","SAMSUNG SMART TV FHD 60'' 60J6300",3999,2599,60,"S/.2500 -
 S/.3500",-0.35008752188047
2017,"ripley","lg","LG SMART TV SUPER UHD 55‚<U+0080>ù 3D 55UH8500",5999,5099,55,"> S/.4,500",-0.150025004167361
2017,"ripley","lg","LG SMART TV FHD 43‚<U+0080>ù 43LH6000",2099,1499,43,"S/.500 -
 S/.1500",-0.28585040495474
2017,"ripley","sony","SONY SMART TV LED HD 32'' KDL-32W605D",1399,1099,32,"S/.500 -
 S/.1500",-0.214438884917798
2017,"ripley","lg","LG SMART TV FHD 49"" 49LH6000",2599,1899,49,"S/.1500 -
 S/.2500",-0.269334359368988
2017,"ripley","samsung","SAMSUNG SMART TV SUHD 55'' CURVO 55KS9000",11999,8599,55,"> S/.4,500",-0.283356946412201
2017,"ripley","sony","SONY SMART TV LED FULL HD 48'' KDL-48W655D",2699,1699,48,"S/.1500 -
 S/.2500",-0.370507595405706
2017,"ripley","lg","LG SMART TV UHD 65"" 65UH6500",7999,5399,65,"> S/.4,500",-0.32504063007876
2017,"ripley","lg","LG SMART TV UHD 70"" 70UH6350",11999,7999,70,"> S/.4,500",-0.333361113426119
2017,"ripley","haier","HAIER TV FHD 50'' LE50B8000",1999,1199,50,"S/.500 -
 S/.1500",-0.400200100050025
2017,"ripley","lg","LG SMART TV SUPER UHD 75"" 3D 75UH8550",14999,11299,75,"> S/.4,500",-0.246683112207481
2017,"ripley","lg","LG SMART TV SUPER UHD 65"" 65UH7700",8499,6499,65,"> S/.4,500",-0.235321802565008
2017,"ripley","sony","SONY SMART TV FHD 55"" KDL-55W655D",2999,2499,55,"S/.1500 -
 S/.2500",-0.166722240746916
2017,"ripley","sony","SONY SMART TV 50"" FHD 3D KDL50W805C",3799,2299,50,"S/.1500 -
 S/.2500",-0.394840747565149
2017,"ripley","sony","SONY TV SMART LED 60"" FHD KDL-60W605B",4999,2999,60,"S/.2500 -
 S/.3500",-0.400080016003201
2017,"ripley","lg","LG SMART TV UHD 49"" 49UH6230",3299,1899,49,"S/.1500 -
 S/.2500",-0.424371021521673
2017,"ripley","lg","LG SMART TV SUPER UHD 86"" 3D 86UH9550",29999,21499,86,"> S/.4,500",-0.283342778092603
2017,"ripley","lg","LG TV SMART UHD 55"" 55UH6150",NA,3999,55,"S/.3500 -
 S/.4500",NA
2017,"ripley","samsung","SAMSUNG SMART TV FHD 55"" CURVO 55K6500",3799,2599,55,"S/.2500 -
 S/.3500",-0.315872598052119
2017,"ripley","sony","SONY SMART TV UHD 65"" XBR-65X755D",8999,4999,65,"> S/.4,500",-0.444493832648072
2017,"ripley","sony","SONY SMART TV LED 65'' ULTRA HD 3D XBR-65X935D",13999,8999,65,"> S/.4,500",-0.357168369169226
2017,"ripley","lg","LG SMART TV UHD 55"" 55UH6230",3999,2999,55,"S/.2500 -
 S/.3500",-0.250062515628907
2017,"ripley","haier","HAIER TV FHD 42¬<U+0094> LE42B8000",1299,799,42,"S/.500 -
 S/.1500",-0.384911470361817
2017,"ripley","samsung","SAMSUNG SMART TV UHD 55"" CURVO 55KU6500",5999,3999,55,"S/.3500 -
 S/.4500",-0.333388898149692
2017,"ripley","samsung","SAMSUNG SMART TV FHD 40‚<U+0080>ù 40J5500",2299,1399,40,"S/.500 -
 S/.1500",-0.39147455415398
2017,"ripley","samsung","SAMSUNG SMART TV FHD 48‚<U+0080>ù 48J5500",2499,1699,48,"S/.1500 -
 S/.2500",-0.320128051220488
2017,"ripley","lg","LG SMART TV UHD 65‚<U+0080>ù 65UH6150",7499,5199,65,"> S/.4,500",-0.306707561008134
2017,"ripley","lg","LG SMART TV OLED UHD 65"" OLED65B6P",19999,10899,65,"> S/.4,500",-0.455022751137557
2017,"ripley","samsung","SAMSUNG TV HD 32‚<U+0080>ù 32J4000",999,899,32,"S/.500 -
 S/.1500",-0.1001001001001
2017,"ripley","samsung","SAMSUNG SMART TV UHD 75‚<U+0080>ù 75JU6500",NA,14599,75,"> S/.4,500",NA
2017,"ripley","samsung","SAMSUNG SMART TV HD 32‚<U+0080>ù 32J4300",1299,999,32,"S/.500 -
 S/.1500",-0.23094688221709
2017,"ripley","samsung","SAMSUNG SMART TV FHD 43'' 43J5200",1999,1399,43,"S/.500 -
 S/.1500",-0.300150075037519
2017,"ripley","samsung","SAMSUNG SMART TV FHD 43'' 43J5200",1999,1399,43,"S/.500 -
 S/.1500",-0.300150075037519
2017,"ripley","lg","LG TV HD 32"" 32LH510B",899,849,32,"S/.500 -
 S/.1500",-0.0556173526140156
2017,"ripley","lg","LG TV HD 32"" LH500B",899,849,32,"S/.500 -
 S/.1500",-0.0556173526140156
2017,"ripley","panasonic","PANASONIC TV HD 32‚<U+0080>ù TC-32A400L",999,799,32,"S/.500 -
 S/.1500",-0.2002002002002
2017,"ripley","lg","LG SMART TV HD 32'' 32LH570B",1299,999,32,"S/.500 -
 S/.1500",-0.23094688221709
2017,"ripley","lg","LG TV FHD 43"" 43LH5100",1499,1349,43,"S/.500 -
 S/.1500",-0.10006671114076
2017,"ripley","lg","LG TV HD 24'' MT48AF",NA,449,24,"< S/.500",NA
2017,"ripley","samsung","SAMSUNG SMART TV SUHD 49"" CURVO 49KS7500",5199,3999,49,"S/.3500 -
 S/.4500",-0.230813618003462
2017,"ripley","panasonic","PANASONIC TV FHD 40"" D400",1599,999,40,"S/.500 -
 S/.1500",-0.375234521575985
2017,"ripley","samsung","SAMSUNG SMART TV SUHD 60"" 60KS7000",7999,5999,60,"> S/.4,500",-0.250031253906738
2017,"ripley","panasonic","PANASONIC SMART TV FHD 40'' TC-40DS600L",1799,1299,40,"S/.500 -
 S/.1500",-0.277932184546971
2017,"ripley","sony","SONY TV HD 32¬<U+0094> 32R305C",1199,999,32,"S/.500 -
 S/.1500",-0.166805671392827
2017,"ripley","panasonic","PANASONIC SMART TV UHD TC-40DX650",2599,1499,40,"S/.500 -
 S/.1500",-0.423239707579838
2017,"ripley","panasonic","PANASONIC SMART TV FHD 32"" TC-32DS600",1299,899,32,"S/.500 -
 S/.1500",-0.307929176289453
2017,"ripley","lg","LG SMART TV HD 32"" 32LF595B",1199,799,32,"S/.500 -
 S/.1500",-0.333611342785655
2017,"ripley","lg","LG SMART TV UHD 75"" 75UH6550",13999,9499,75,"> S/.4,500",-0.321451532252304
2017,"ripley","haier","HAIER TV FHD 48'' LE48M600",1499,999,48,"S/.500 -
 S/.1500",-0.333555703802535
2017,"ripley","lg","LG SMART TV SUPER UHD 65"" 3D 65UH9500",14999,9099,65,"> S/.4,500",-0.39335955730382
2017,"ripley","haier","HAIER SMART TV HD 32"" LE32B7200A",NA,799,32,"S/.500 -
 S/.1500",NA
2017,"ripley","aoc","AOC TV FHD 43'' F1361",1199,899,43,"S/.500 -
 S/.1500",-0.250208507089241
2017,"ripley","haier","HAIER SMART TV FHD 42"" LE42B8500DA",1499,999,42,"S/.500 -
 S/.1500",-0.333555703802535
2017,"ripley","haier","HAIER TV FHD 55‚<U+0080>ù LE55B8000",1999,1499,55,"S/.500 -
 S/.1500",-0.250125062531266
2017,"ripley","haier","HAIER TV HD 32'' LE32F2000",799,449,32,"< S/.500",-0.438047559449312
2017,"ripley","aoc","AOC TV FHD 49'' LE49F1361",2099,1199,49,"S/.500 -
 S/.1500",-0.428775607432111
2017,"ripley","sony","SONY SMART TV UHD 65¬<U+0094> 3D XBR-65X905C",12999,7999,65,"> S/.4,500",-0.384644972690207
2017,"ripley","sony","SONY TV LED 40"" FULL HD KDL-40R355C",1699,1399,40,"S/.500 -
 S/.1500",-0.176574455562095
2017,"ripley","haier","HAIER SMART TV FHD 50‚<U+0080>ù LE50K5000N",1799,1499,50,"S/.500 -
 S/.1500",-0.166759310728182
2017,"ripley","sony","SONY SMART TV FHD 55¬<U+0094> 3D KDL-55W805C",4499,3999,55,"S/.3500 -
 S/.4500",-0.111135807957324
2017,"ripley","haier","HAIER SMART TV HD 32'' LE32K5000N",999,599,32,"S/.500 -
 S/.1500",-0.4004004004004
2017,"ripley","haier","HAIER TV HD 24‚<U+0080>ù LE24B8000",499,399,24,"< S/.500",-0.200400801603206
2017,"ripley","haier","HAIER TV HD 28‚<U+0080>ù LE28F6600",599,449,28,"< S/.500",-0.250417362270451
2017,"ripley","haier","HAIER SMART TV FHD 40‚<U+0080>ù LE40K5000N",1299,999,40,"S/.500 -
 S/.1500",-0.23094688221709
2017,"ripley","aoc","AOC TV HD LE24H1351",549,449,24,"< S/.500",-0.182149362477231
2017,"ripley","aoc","AOC TV 32'' HD LE32M3370",NA,699,32,"S/.500 -
 S/.1500",NA
2017,"ripley","aoc","AOC TV LED FULL HD 55"" LE55F1361",1999,1499,55,"S/.500 -
 S/.1500",-0.250125062531266
2017,"ripley","haier","HAIER TV HD 32'' LE32B9000",NA,499,32,"< S/.500",NA
2017,"ripley","haier","HAIER TV FHD 42'' LE42B9000",NA,899,42,"S/.500 -
 S/.1500",NA
2017,"ripley","haier","HAIER TV UHD 55'' 55E5500U",NA,2499,55,"S/.1500 -
 S/.2500",NA
2017,"ripley","haier","HAIER SMART TV FHD 55'' LE55B8500DA",NA,1999,55,"S/.1500 -
 S/.2500",NA
2017,"falabella","samsung","led 49"" uhd curvo sm...",3599,2199,49,"S/.1500 -
 S/.2500",-0.388996943595443
2017,"falabella","samsung","led 55"" uhd curvo sm...",5999,3999,55,"S/.3500 -
 S/.4500",-0.333388898149692
2017,"falabella","samsung","led 60"" uhd smart tv...",6999,3599,60,"S/.3500 -
 S/.4500",-0.48578368338334
2017,"falabella","lg","led 49"" uhd smart tv...",1849,1699,49,"S/.1500 -
 S/.2500",-0.0811249323958897
2017,"falabella","samsung","led 78"" 78ku6 curvo ...",15999,12999,78,"> S/.4,500",-0.187511719482468
2017,"falabella","sony","led 48"" fhd smart tv...",1699,1599,48,"S/.1500 -
 S/.2500",-0.0588581518540318
2017,"falabella","samsung","led 55"" uhd curvo sm...",4599,2999,55,"S/.2500 -
 S/.3500",-0.347901717764731
2017,"falabella","samsung","led 65"" uhd smart tv...",7499,4199,65,"S/.3500 -
 S/.4500",-0.440058674489932
2017,"falabella","lg","led 32"" hd smart tv ...",1299,899,32,"S/.500 -
 S/.1500",-0.307929176289453
2017,"falabella","samsung","led 40"" uhd smart tv...",2499,1599,40,"S/.1500 -
 S/.2500",-0.360144057623049
2017,"falabella","sony","led 49"" uhd android ...",4999,2499,49,"S/.1500 -
 S/.2500",-0.500100020004001
2017,"falabella","samsung","led 49"" uhd smart tv...",3799,1999,49,"S/.1500 -
 S/.2500",-0.473808897078178
2017,"falabella","lg","led 43"" fhd smart tv...",1899,1299,43,"S/.500 -
 S/.1500",-0.315955766192733
2017,"falabella","samsung","led 55"" uhd smart tv...",4999,3299,55,"S/.2500 -
 S/.3500",-0.340068013602721
2017,"falabella","samsung","led 49"" uhd curvo sm...",3999,2599,49,"S/.2500 -
 S/.3500",-0.35008752188047
2017,"falabella","lg","led 55"" super uhd sm...",4999,2999,55,"S/.2500 -
 S/.3500",-0.400080016003201
2017,"falabella","lg","led 60"" uhd smart tv...",6099,3499,60,"S/.2500 -
 S/.3500",-0.426299393343171
2017,"falabella","samsung","led 55"" 4k suhd curv...",10999,6999,55,"> S/.4,500",-0.363669424493136
2017,"falabella","samsung","led 65"" uhd smart tv...",7999,5499,65,"> S/.4,500",-0.312539067383423
2017,"falabella","samsung","led 65"" suhd curvo s...",12999,9999,65,"> S/.4,500",-0.230786983614124
2017,"falabella","samsung","led 50"" uhd smart tv...",3299,1999,50,"S/.1500 -
 S/.2500",-0.394058805698697
