"fecha","categoria","ecommerce","producto","precio.antes","precio.actual"
"2017-08-28","televisores","linio","Televisor LG LED UHD 4K 49"" 49UJ6300 Smart WebOS 3.5","S/ 2,499.00","S/ 1,849.00"
"2017-08-28","televisores","linio","LG-TELEVISOR SMART - LG 43LH5730 Full HD Smart  43'' WiFi  - Negro","S/ 1,660.00","S/ 1,399.00"
"2017-08-28","televisores","linio","Televisor Led Hd Lg 32lj500b - Color Negro","S/ 889.00","S/ 799.00"
"2017-08-28","televisores","linio","Bombilla LED Bluetooth Smart regulable w/ altavoces de música, Control remoto","S/ 116.00","S/ 93.00"
"2017-08-28","televisores","linio","Televisor Led Hd Lg 32LJ500B - Color Negro","S/ 999.00","S/ 889.00"
"2017-08-28","televisores","linio","LG SMART TV FHD 43'' 43LJ5500","S/ 1,999.00","S/ 1,389.00"
"2017-08-28","televisores","linio","Panasonic TV LED 32'' - TC-32C400L","S/ 900.00","S/ 749.00"
"2017-08-28","televisores","linio","RECCO - Televisor LED 24"" HD RLED-24D2700 - Negro","S/ 749.00","S/ 599.00"
"2017-08-28","televisores","linio","Televisor - TC-43CS630L LED 43"" FULL HD SMART - Plateado - PANASONIC","S/ 1,899.00","S/ 1,600.00"
"2017-08-28","televisores","linio","SJ4000 1.5 HD 1080P Action Sport Mini DV Cam Helmet Camera Waterproof White","S/ 95.00","S/ 71.00"
"2017-08-28","televisores","linio","T95X 4K S905X Android6.0 Smart TV Player w/ 2GB de RAM, 16GB ROM(enchufe UE)","S/ 226.00","S/ 181.00"
"2017-08-28","televisores","linio","T95RPro Octa-Core TV BOX w/ 2GB Rom, 16GB de RAM - Negro (enchufe UE)","S/ 310.00","S/ 248.00"
"2017-08-28","televisores","linio","Televisor LG 32LH500B Tv Led 32"" HD NEGRO",NA,"S/ 899.00"
"2017-08-28","televisores","linio","LG TV Led Full HD 43"" 43LH5000  + 01 Memoria USB Kingston de  8GB","S/ 1,899.00","S/ 1,379.00"
"2017-08-28","televisores","linio","Nex - Televisor LED 32"" HD LE3208TVA - Negro","S/ 879.00","S/ 699.00"
"2017-08-28","televisores","linio","Caja De TV MXQ-4k Android5.1 OS 1 GB + 8 GB WIFI KODI XBMC Totalmente Cargado Plug US","S/ 146.00","S/ 119.00"
"2017-08-28","televisores","linio","Televisor Sony - LED Full HD 48"" Smart KDL-48W655D - Negro","S/ 2,400.00","S/ 1,849.00"
"2017-08-28","televisores","linio","LG Full HD Smart TV WebOs 3.0 43'' 43LH6000","S/ 1,799.00","S/ 1,498.00"
"2017-08-28","televisores","linio","LG TV FULL HD 43"" 43LH5100","S/ 1,499.00","S/ 1,279.00"
"2017-08-28","televisores","linio","TV LG 43LF5100 TELEVISOR LED 43"" FULL HD NEGRO",NA,"S/ 1,499.00"
"2017-08-28","televisores","linio","Televisor De 32"" HD LED Digital LE32W454F - AOC","S/ 800.00","S/ 629.00"
"2017-08-28","televisores","linio","ZigBee Original Xiaomi Mi Versión Wi-Fi Inteligente Socket - Blanco","S/ 73.00","S/ 58.00"
"2017-08-28","televisores","linio","Miray Televisor Led HD 28""Sintonizador Digital  LEDM2802IS-Negro","S/ 699.00","S/ 497.00"
"2017-08-28","televisores","linio","LG SMART TV FHD 49"" 49LJ5500","S/ 2,099.00","S/ 1,549.00"
"2017-08-28","televisores","linio","Televisor Panasonic TVL LED Full HD 40''-Negro","S/ 1,799.00","S/ 1,399.00"
"2017-08-28","televisores","linio","LG TV Smart LED Full HD 42"" - 42LF5850","S/ 1,999.00","S/ 1,449.00"
"2017-08-28","televisores","linio","Televisor LG 32LF550B HD LED 32""","S/ 1,089.00","S/ 880.00"
"2017-08-28","televisores","linio","Televisor Full HD LG 49LF6350 LED 49""",NA,"S/ 2,499.00"
"2017-08-28","televisores","linio","EH Navidad pantalla brillante GBA-plata","S/ 321.11","S/ 234.41"
"2017-08-28","televisores","linio","Navidad pantalla brillante GBA-plata ER","S/ 224.74","S/ 162.67"
"2017-08-28","televisores","linio","Louiwill 45X Extraíble Doble Tipo LED De La Lupa / Lupa, Negro","S/ 42.00","S/ 29.00"
"2017-08-28","televisores","linio","Louiwill Vidrios Portátil De Vídeo De La Cámara Con Bluetooth Y Safe Drive Assist (negro)","S/ 368.00","S/ 305.00"
"2017-08-28","televisores","linio","Louiwill De Mano 60X, 100X Manual Focus Microscopio / Lupa / Lupa, Negro","S/ 52.00","S/ 37.00"
"2017-08-28","televisores","linio","Micronics - Parlante Bluetooth Diamond Subwoofer,fm, Usb, 70w,luz Led","S/ 199.99","S/ 139.00"
"2017-08-28","televisores","linio","LG TV LED FULL HD 32"" 32LH500 - Negro + USB 8GB ","S/ 999.00","S/ 869.00"
"2017-08-28","televisores","linio","EW Navidad pantalla de reemplazo de Nintendo DSL-plata","S/ 55.44","S/ 41.74"
